Source_Mol,Target_Mol
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1ncc(-c2cc(OC3CCC3)cc3c2CNC3=O)cc1NS(C)(=O)=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(C)(C)c1ncc2c(n1)-c1sc(NC(=O)N3CCC4CC43C(N)=O)nc1CC2
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccn1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CNC(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CNC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COCC(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1ccc(-c2cc(C(F)(F)F)c3c(N)ncnn23)cc1N1CCOC(C)(C)C1=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1cc(-c2cc3c(OC4CCN(C(=O)C5CCC5)C4)ncnc3s2)cnc1OC
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccc1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC1(C)OCCN(c2cccc(-c3cc(C(F)(F)F)c4c(N)ncnn34)c2)C1=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CNC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1ncc(-c2cc(OC3CN(C(=O)C4CC4)C3)cc3c2CNC3=O)cc1NS(C)(=O)=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,Cc1ncc(-c2cc(OC3CCN(C(=O)C4CC4)C3)cc3c2CNC3=O)cc1NS(C)(=O)=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,Cc1cc(-c2ccn3nc(N)c(C(=O)NC4CCC(O)CC4)c3n2)cc2c1C(=O)N(C(C)C1CC1)C2
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CCN(CC)CCNC(=O)Nc1nc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4)c3)cn2n1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CN(C)CC1CCN(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)sc2CC3)C1C(N)=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(NCCS(C)(=O)=O)c1-c1ccccc1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
N#Cc1c(NC(c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,CS(=O)(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1
